,Issue key,Issue id,Status,Reporter,Created,Due Date,Resolved,Customer,Type of Request,Parent id,Review created,Communicate created,age_till_communicate,age_till_communicate_hours
1265,CI-6638,377002,Closed,ccasper,2022-03-22 12:15:00,24/Mar/22 12:00 AM,04/Apr/22 8:24 AM,Porsche,Project,377002,2022-03-22 12:15:00,2022-04-01 10:59:00,9 days 22:44:00.000000000,238.73
1266,CI-6637,376994,Closed,aklabisz,2022-03-22 11:54:00,29/Mar/22 12:00 AM,19/May/22 11:24 AM,Rhenus,Service Request (SR),376994,2022-03-22 11:54:00,2022-04-20 11:38:00,28 days 23:44:00.000000000,695.73
1267,CI-6636,376884,Closed,hilbich,2022-03-22 08:26:00,29/Mar/22 12:00 AM,11/Apr/22 8:30 AM,ArcelorMittal,Incident Request (IR),376884,2022-03-22 08:26:00,2022-04-05 13:41:00,14 days 05:15:00.000000000,341.25
1268,CI-6635,376866,Closed,guinoo,2022-03-22 02:45:00,25/Mar/22 12:00 AM,22/Apr/22 9:04 AM,msg systems,Service Request (SR),376866,2022-03-22 02:45:00,2022-04-12 09:07:00,21 days 06:22:00.000000000,510.37
1269,CI-6634,376859,Closed,guinoo,2022-03-22 01:44:00,25/Mar/22 12:00 AM,23/Mar/22 2:04 AM,Lufthansa City Center,Service Request (SR),376859,2022-03-22 01:44:00,2022-03-23 02:04:00,1 days 00:20:00.000000000,24.33
1270,CI-6633,376854,Closed,guinoo,2022-03-22 00:40:00,29/Mar/22 12:00 AM,25/Mar/22 7:01 AM,Endress Hauser,Service Request (SR),376854,2022-03-22 00:40:00,2022-03-25 07:01:00,3 days 06:21:00.000000000,78.35
1271,CI-6632,376832,Closed,msarrieshor,2022-03-21 17:43:00,22/Mar/22 12:00 AM,22/Mar/22 12:03 PM,Endress Hauser,Service Request (SR),376832,2022-03-21 17:43:00,2022-03-22 09:53:00,0 days 16:10:00.000000000,16.17
1272,CI-6631,376770,Closed,fkazmierczak,2022-03-21 15:04:00,30/Apr/22 12:00 AM,01/Jun/22 1:56 PM,Allianz,Project,376770,2022-03-21 15:04:00,2022-03-31 11:07:00,9 days 20:03:00.000000000,236.05
1273,CI-6630,376729,Closed,hilbich,2022-03-21 14:11:00,21/Apr/22 12:00 AM,10/May/22 9:00 AM,Expense Development,Service Request (SR),376729,2022-03-21 14:11:00,2022-04-25 13:57:00,34 days 23:46:00.000000000,839.77
1274,CI-6629,376713,Closed,nsanchez,2022-03-21 13:31:00,24/Mar/22 12:00 AM,13/Apr/22 11:14 AM,msg systems,Service Request (SR),376713,2022-03-21 13:31:00,2022-04-13 10:38:00,22 days 21:07:00.000000000,549.12
1275,CI-6628,376651,Closed,salajan,2022-03-21 11:27:00,31/Mar/22 12:00 AM,24/Mar/22 6:31 PM,MAN,Incident Request (IR),376651,2022-03-21 11:27:00,,,
1276,CI-6627,376479,Closed,nsanchez,2022-03-18 14:05:00,24/Mar/22 12:00 AM,04/Apr/22 10:42 AM,Allianz,Service Request (SR),376479,2022-03-18 14:05:00,2022-04-04 10:30:00,16 days 20:25:00.000000000,404.42
1277,CI-6626,376366,Closed,hilbich,2022-03-18 09:01:00,25/Mar/22 12:00 AM,29/Mar/22 12:59 PM,Deichmann,Incident Request (IR),376366,2022-03-18 09:01:00,2022-03-29 09:20:00,11 days 00:19:00.000000000,264.32
1278,CI-6625,376343,Closed,yutaka,2022-03-18 08:08:00,25/Mar/22 12:00 AM,18/Mar/22 10:05 AM,Hensoldt,Service Request (SR),376343,2022-03-18 08:08:00,,,
1279,CI-6624,376335,Closed,guinoo,2022-03-18 02:06:00,13/Apr/22 12:00 AM,29/Apr/22 6:44 AM,Continental,Service Request (SR),376335,2022-03-18 02:06:00,2022-04-20 11:32:00,33 days 09:26:00.000000000,801.43
1280,CI-6623,376330,Closed,guinoo,2022-03-18 00:41:00,23/Mar/22 12:00 AM,06/Apr/22 2:54 AM,Allianz,Service Request (SR),376330,2022-03-18 00:41:00,2022-04-05 13:14:00,18 days 12:33:00.000000000,444.55
1281,CI-6622,376261,Closed,mueller,2022-03-17 14:11:00,22/Mar/22 12:00 AM,30/Mar/22 9:30 AM,Deichmann,Project,376261,2022-03-17 14:11:00,2022-03-30 09:27:00,12 days 19:16:00.000000000,307.27
1282,CI-6621,376256,Closed,mueller,2022-03-17 14:05:00,22/Mar/22 12:00 AM,17/Mar/22 3:45 PM,Deichmann,Project,376256,2022-03-17 14:05:00,2022-03-17 15:44:00,0 days 01:39:00.000000000,1.65
1283,CI-6620,376154,Closed,shimizu,2022-03-17 10:42:00,31/Mar/22 12:00 AM,23/Mar/22 11:50 AM,Product Management,Project,376154,2022-03-17 10:42:00,2022-03-22 09:21:00,4 days 22:39:00.000000000,118.65
1284,CI-6618,376147,Closed,achattopadhyay,2022-03-17 10:36:00,31/Mar/22 12:00 AM,10/Oct/22 2:19 PM,Vaillant,Project,376147,2022-03-17 10:36:00,2022-10-10 14:19:00,207 days 03:43:00.000000000,4971.72
1285,CI-6617,376136,Closed,nsanchez,2022-03-17 10:19:00,23/Mar/22 12:00 AM,07/Apr/22 11:41 AM,Audi,Service Request (SR),376136,2022-03-17 10:19:00,2022-04-07 11:35:00,21 days 01:16:00.000000000,505.27
1286,CI-6614,376116,Closed,mueller,2022-03-17 09:49:00,22/Mar/22 12:00 AM,17/Mar/22 2:52 PM,Deichmann,Project,376116,2022-03-17 09:49:00,2022-03-17 14:42:00,0 days 04:53:00.000000000,4.88
1287,CI-6613,376090,Closed,hilbich,2022-03-17 08:08:00,24/Mar/22 12:00 AM,11/Apr/22 8:29 AM,Munckhof,Incident Request (IR),376090,2022-03-17 08:08:00,2022-04-04 10:22:00,18 days 02:14:00.000000000,434.23
1288,CI-6612,376087,Closed,hilbich,2022-03-17 08:00:00,24/Mar/22 12:00 AM,25/Mar/22 3:43 PM,MAN,Incident Request (IR),376087,2022-03-17 08:00:00,2022-03-25 14:50:00,8 days 06:50:00.000000000,198.83
1289,CI-6611,376067,Closed,aruizrobles,2022-03-16 17:49:00,25/Mar/22 12:00 AM,07/Apr/22 11:27 AM,Numiga,Service Request (SR),376067,2022-03-16 17:49:00,2022-04-07 09:16:00,21 days 15:27:00.000000000,519.45
1290,CI-6610,375982,Closed,nsanchez,2022-03-16 14:08:00,18/Mar/22 12:00 AM,25/Mar/22 8:53 AM,Porsche,Incident Request (IR),375982,2022-03-16 14:08:00,2022-03-24 17:03:00,8 days 02:55:00.000000000,194.92
1291,CI-6609,375929,Closed,msarrieshor,2022-03-16 11:30:00,16/Mar/22 12:00 AM,22/Mar/22 12:02 PM,Endress Hauser,Service Request (SR),375929,2022-03-16 11:30:00,2022-03-17 13:15:00,1 days 01:45:00.000000000,25.75
1292,CI-6608,375860,Closed,yutaka,2022-03-16 09:31:00,25/Mar/22 12:00 AM,11/Apr/22 3:51 AM,ProcurX,Service Request (SR),375860,2022-03-16 09:31:00,2022-04-08 09:11:00,22 days 23:40:00.000000000,551.67
1293,CI-6607,375829,Closed,guinoo,2022-03-16 07:18:00,23/Mar/22 12:00 AM,06/Apr/22 8:10 AM,Eberspacher,Service Request (SR),375829,2022-03-16 07:18:00,2022-04-05 13:38:00,20 days 06:20:00.000000000,486.33
1294,CI-6606,375822,Closed,yutaka,2022-03-16 05:08:00,25/Mar/22 12:00 AM,09/May/22 9:57 AM,Vonovia,Service Request (SR),375822,2022-03-16 05:08:00,2022-04-11 12:47:00,26 days 07:39:00.000000000,631.65
1295,CI-6605,375819,Closed,yutaka,2022-03-16 04:04:00,25/Mar/22 12:00 AM,14/Apr/22 11:34 AM,FBT-First Business Travel,Service Request (SR),375819,2022-03-16 04:04:00,2022-04-01 08:36:00,16 days 04:32:00.000000000,388.53
1296,CI-6604,375816,Closed,guinoo,2022-03-16 03:22:00,23/Mar/22 12:00 AM,29/Apr/22 6:43 AM,FBT-First Business Travel,Service Request (SR),375816,2022-03-16 03:22:00,2022-04-25 12:30:00,40 days 09:08:00.000000000,969.13
1297,CI-6603,375814,Closed,guinoo,2022-03-16 03:04:00,23/Mar/22 12:00 AM,04/May/22 2:59 AM,FBT-First Business Travel,Service Request (SR),375814,2022-03-16 03:04:00,2022-04-27 10:16:00,42 days 07:12:00.000000000,1015.2
1298,CI-6602,375617,Closed,mueller,2022-03-15 13:53:00,18/Mar/22 12:00 AM,17/Mar/22 12:31 PM,Deichmann,Project,375617,2022-03-15 13:53:00,2022-03-17 12:30:00,1 days 22:37:00.000000000,46.62
1299,CI-6601,375615,Closed,aklabisz,2022-03-15 13:39:00,22/Mar/22 12:00 AM,28/Apr/22 4:44 PM,TeamBank AG,Service Request (SR),375615,2022-03-15 13:39:00,2022-03-29 09:17:00,13 days 19:38:00.000000000,331.63
1300,CI-6600,375607,Closed,mueller,2022-03-15 13:20:00,18/Mar/22 12:00 AM,17/Mar/22 11:19 AM,Deichmann,Project,375607,2022-03-15 13:20:00,2022-03-17 10:36:00,1 days 21:16:00.000000000,45.27
1301,CI-6599,375492,Closed,aruizrobles,2022-03-15 10:08:00,17/Mar/22 12:00 AM,24/May/22 4:21 PM,Numiga,Service Request (SR),375492,2022-03-15 10:08:00,,,
1302,CI-6598,375478,Closed,guinoo,2022-03-15 09:38:00,22/Mar/22 12:00 AM,06/Apr/22 2:45 AM,Porsche,Service Request (SR),375478,2022-03-15 09:38:00,2022-04-04 15:09:00,20 days 05:31:00.000000000,485.52
1303,CI-6597,375462,Closed,mueller,2022-03-15 09:02:00,18/Mar/22 12:00 AM,16/Mar/22 7:43 AM,Deichmann,Project,375462,2022-03-15 09:02:00,2022-03-16 07:43:00,0 days 22:41:00.000000000,22.68
1304,CI-6596,375429,Closed,mueller,2022-03-15 07:31:00,18/Mar/22 12:00 AM,15/Mar/22 3:56 PM,Deichmann,Project,375429,2022-03-15 07:31:00,2022-03-15 15:55:00,0 days 08:24:00.000000000,8.4
1305,CI-6595,375418,Closed,ebert,2022-03-14 20:28:00,15/Mar/22 12:00 AM,16/Mar/22 6:10 PM,OBB,Incident Request (IR),375418,2022-03-14 20:28:00,2022-03-16 14:39:00,1 days 18:11:00.000000000,42.18
1306,CI-6594,375368,Closed,mueller,2022-03-14 14:26:00,18/Mar/22 12:00 AM,17/Mar/22 11:29 AM,Deichmann,Project,375368,2022-03-14 14:26:00,2022-03-17 11:29:00,2 days 21:03:00.000000000,69.05
1307,CI-6593,375301,Closed,aklabisz,2022-03-14 12:18:00,21/Mar/22 12:00 AM,18/Mar/22 1:19 PM,Endress Hauser,Service Request (SR),375301,2022-03-14 12:18:00,2022-03-16 12:55:00,2 days 00:37:00.000000000,48.62
1308,CI-6592,375208,Closed,yutaka,2022-03-14 06:07:00,18/Mar/22 12:00 AM,11/Apr/22 4:49 AM,msg systems,Service Request (SR),375208,2022-03-14 06:07:00,,,
1309,CI-6591,375061,Closed,aruizrobles,2022-03-11 15:06:00,18/Mar/22 12:00 AM,24/Mar/22 5:48 PM,Numiga,Service Request (SR),375061,2022-03-11 15:06:00,2022-03-24 13:02:00,12 days 21:56:00.000000000,309.93
1310,CI-6590,375039,Closed,ssanz,2022-03-11 14:26:00,18/Mar/22 12:00 AM,26/Apr/22 2:52 PM,Egis,Service Request (SR),375039,2022-03-11 14:26:00,2022-04-05 17:43:00,25 days 03:17:00.000000000,603.28
